"negative","#dexter","I forgot how sad the first episode of the 5th season of Dexter is. #depressing #dexter #darkpassenger"
"positive","#dexter","Oct. 2 is almost too far away for me to wait for the return of #Dexter!"
"neutral","#dexter","@iheardavoicesay is finally catching up to me with #Dexter. I'm only up to season 4, but he has almost finished season 2 today @ home, ill."
"neutral","#dexter","I downloaded the first season of #Dexter, gonna start watching the 2nd episode. Time to tweet #twittwit ^^"
"neutral","#dexter","Let's see if I can wrap up season three of #Dexter tonight: only 1 more episode to go till the season finale. Roll on series four please!"
"positive","#dexter","#3words "Tonight's the night" #dexter @SHO_Dexter"
"positive","#dexter","#ICanHonestlySay #Dexter is such a good show, I may order Showtime just because of it."
"neutral","#dexter","@dazzlindez @hotspur18 Don't feel obliged to discuss #Dexter tonight. Living it large in Brighton so please use direct messages...."
"positive","#dexter","@hughhefner Make sure you & the girls watch seasons 1-5 of #Dexter, before season 6 premieres Oct 2. Seasons 1 & 4 are the best!"
"positive","#dexter","Addicted to #Dexter... what's new. Almost done with season 5 and I just got it on Thursday!"
"positive","#dexter","Barely going to sleep after watching #dexter all evening! I love this show!"
"positive","#dexter","Beer and chicken night! Watching #Dexter till the working hours (11.59pm - 8 am) Maybe we should reserve the nickname "dexter"? Might be fun"
"positive","#dexter","Enjoying a night of #Dexter with @DomoniqueP07 :)"
"positive","#dexter","Finally starting the 5th season of #Dexter. See ya later, weekend!"
"positive","#dexter","Fuck everyone else #dexter is my friend tonight. Bring it season 4"
"neutral","#dexter","The complete 5th season of #Dexter is available on DVD today! Or you could just watch it On Demand.. http://ht.ly/64rcd"
"positive","#dexter","Yeah boiii #entourage tonight, so pissed that there's only 3 epsdes until it ends. Oh well on the up side #dexter season 6 starts soon...ish"
"positive","a$ap rocky",""@Rican_Amor: Who wants to go to a A$AP Rocky concert with me on the 14th or 15th ?!?!?" you don't have a choice on who you taking we going!"
"positive","a$ap rocky","@funfunfunfest is coming up this weekend!! We're super excited! Playing the Blue Stage on Sat night right before A$AP Rocky!"
"positive","a$ap rocky","AHHH! My mom said yes for me to go the A$AP Rocky concert!! Nov 8th we out! #EXCITED"
"neutral","aaron rodgers","Merril Hoge is stupid. I'm sick of hearing what Tebow can't do. He may not be a #1 right now but it took Aaron Rodgers 3 yrs to start"
"neutral","aaron rodgers","Aaron Rodgers jersey battery room, under the windmill. Wagnoli - 4 August 2011 - Blog - designer wedding dresses sale,"
"neutral","aaron rodgers","And on the very first play of the night, Aaron Rodgers is INT'd by UDFA CB Brandian Ross, who returns it for a pick-six touchdown."
"positive","aaron rodgers","Da way aaron rodgers lookin greenbay may take it again"
"neutral","aaron rodgers","For those just tuning in, #Chargers have linked those two games as pkg. To see Aaron Rodgers Nov 6, you gotta buy tix for Seahawks. (cont.)"
"positive","aaron rodgers","finished qbs. if the draft were today and i got to pick first every time, i'd take Arian Foster, Roddy White, Jason Witten, n Aaron Rodgers"
"neutral","aaron rodgers","@olbagofdonuts Sensationalism at its finest. Next thing you know we'll be hearing that Graham Harrell may take Aaron Rodgers' spot. SMH."
"neutral","aaron rodgers","All you need is Ryan Leaf and you got a show. RT @jimrome: Aaron Rodgers, Kurt Warner and Kyle Kendrick are all in The Jungle tomorrow."
"positive","aaron rodgers","I saw a photo of Aaron Rodgers with some awesome scruff going on today. Did I mention he was at the White House today? IZ COOL."
"positive","aaron rodgers","So far I have drafted Aaron Rodgers at #9 overall, and then at #16 in the 2nd round, Matt Forte. Not bad."
"positive","aaron rodgers","The score may have been 38-26, but Aaron Rodgers kept right up statistically with Favre. Damn. #skolvikings"
"neutral","abs-cbn","Mark the dates: Miss Earth 2012 coronation night Nov 24, Sat, LIVE on Starworld, 8PM. Free-TV broadcast on Sun, Nov 25, 10AM on ABS-CBN."
"neutral","abs-cbn","Taking a nap, by 6 or 7 pm I'm going to ABS-CBN. 5am flight tomorrow, #hasslepare!"
"neutral","abs-cbn","sungkyunkwan scandal on ABS-CBN.. i just finished the series yesterday..:))))) i may sound like a spoiler now <evil laugh>"
"neutral","abs-cbn","At noon today, you'll know why #YouCount tune in to ABS-CBN to see the 1st #TVC of the Biggest & d' Brightest #BPO Employer in PH #CONVERGYS"
"neutral","abs-cbn","NOVEMBER SUPER TOUR: Nov 10-11: Rockwell Ten; Nov 9, 16, 23: ABS-CBN Friday Market. Meet Super Tuyo and Friends! See you! :-)"
"positive","abs-cbn","thank you ABS-CBN and BCWMH for the fantastic episode today. Tomorrow again. I can't wait to... http://tfc.tv/Episode/Details/32896 …"
"neutral","abu dhabi time","ARRIVAL of ship: ARABIAN TAHR Port: ABU DHABI Time: Nov 2 2012 6:11AM (UTC) (Time of arrival/departure is the time the vessel app..."
"neutral","abu dhabi time","ARRIVAL of ship: MATAF PRIDE Port: ABU DHABI Time: Nov 2 2012 5:44AM (UTC) (Time of arrival/departure is the time the vessel appr..."
"neutral","abu dhabi time","ARRIVAL of ship: NMS 202 Port: ABU DHABI Time: Nov 2 2012 6:21AM (UTC) (Time of arrival/departure is the time the vessel approach..."
"neutral","abu dhabi time","ARRIVAL of ship: SHAM Port: ABU DHABI Time: Nov 1 2012 6:27PM (UTC) (Time of arrival/departure is the time the vessel approaches ..."
"neutral","abu dhabi time","DEPARTURE of ship: AL DHAFRAH Port: ABU DHABI Time: Nov 2 2012 3:09AM (UTC) (Time of arrival/departure is the time the vessel app..."
"neutral","abu dhabi time","DEPARTURE of ship: AMS 111 Port: ABU DHABI Time: Nov 2 2012 4:47AM (UTC) (Time of arrival/departure is the time the vessel approa..."
"neutral","abu dhabi time","DEPARTURE of ship: ARABIAN ORYX Port: ABU DHABI Time: Nov 2 2012 6:41AM (UTC) (Time of arrival/departure is the time the vessel a..."
"neutral","abu dhabi time","DEPARTURE of ship: JUMBO SPIRIT Port: ABU DHABI Time: Nov 2 2012 4:49AM (UTC) (Time of arrival/departure is the time the vessel a..."
"neutral","abu dhabi time","DEPARTURE of ship: SHAM Port: ABU DHABI Time: Nov 2 2012 4:09AM (UTC) (Time of arrival/departure is the time the vessel approache..."
"neutral","abu dhabi time","DEPARTURE of ship: STANFORD PROVIDER Port: ABU DHABI Time: Nov 2 2012 5:03AM (UTC) (Time of arrival/departure is the time the ves..."
"negative","academy awards","@imjustanerd We may not win Academy Awards, but we will be the freaking People's Choice dammit!!!"
"neutral","academy awards","Actors have the Academy Awards, Recording Artists have the Grammys, and now..DJ's have the GSA's!! - NOMINEES ANNOUNCED TOMORROW 10/9"
"neutral","academy awards","Seth McFarlane set to host the 85th Academy Awards in February. What do you think of that choice?"
"neutral","academy awards","The 1st Academy Awards ceremony, presented by the Academy of Motion Picture Arts and Sciences (AMPAS), honored... http://fb.me/2w417R68O "
